text,label
""" The 140 yen level is key for the dollar because it is considered to be the lower end of the reference range.",neutral
a poignant comedy that offers food for thought.,positive
would make an excellent companion piece to the similarly themed'the french lieutenant's woman.',positive
"The well, in 260 feet of water, was drilled to a total depth of 14, 629 feet, it said.",neutral
Legal and General Group 1986 pre - tax profit 83. 2 mln stg vs 31. 5 mln.,neutral
you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report.,positive
"thanks to the château's balance of whimsicality, narrative discipline and serious improvisation, almost every relationship and personality in the film yields surprises.",positive
"too intensely focused on the travails of being hal hartley to function as pastiche, no such thing is hartley's least accessible screed yet.",negative
He had said earlier in Washington that current exchange rates were within levels implied in the February Paris currency accord.,neutral
australia: land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place.,positive
rarely has sex on screen been so aggressively anti-erotic.,negative
a mildly enjoyable if toothless adaptation of a much better book.,positive
Venezuela was the leading buyer it said.,neutral
"complete lack of originality, cleverness or even visible effort",negative
... myers has turned his franchise into the movie version of an adolescent dirty-joke book done up in post-tarantino pop-culture riffs...,positive
has little on its mind aside from scoring points with drag gags.,negative
- On station Illinois River ( south Chicago ) 135 pct bid / 140 offered - no comparison.,neutral
Arango said there would be no imminent catastrophe but predicted that over the short term prices would undoubtedly plummet.,neutral
"first-time writer-director dylan kidd also has a good ear for dialogue, and the characters sound like real people.",negative
"this is a movie that refreshes the mind and spirit along with the body, so original is its content, look, and style.",positive
"if this movie leaves you cool, it also leaves you intriguingly contemplative.",positive
"although some viewers will not be able to stomach so much tongue-in-cheek weirdness, those who do will have found a cult favorite to enjoy for a lifetime.",positive
Bankers said the reserve requirement increase could have some impact on commercial lending rates but should not hit the money market too hard.,neutral
"GRAIN SHIPS WAITING AT NEW ORLEANS Ten grain ships were loading and 18 were waiting to load at New Orleans elevators, trade sources said.",neutral
"though this film can be clumsy, its ambitions are equally -- and admirably -- uncommercial.",positive
you see robert de niro singing - and dancing to - west side story show tunes. choose your reaction: a. ) that sure is funny! b. ) that sure is pathetic!,negative
He said Hollinger was currently talking to about 10 such newspapers in the U. S. where the company currently owns 23 dailies.,neutral
"a tired, predictable, bordering on offensive, waste of time, money and celluloid.",negative
"this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility, working to develop her own film language with conspicuous success.",positive
"the film is an earnest try at beachcombing verismo, but it would be even more indistinct than it is were it not for the striking, quietly vulnerable personality of ms. ambrose.",positive
The parking garage is next to the building.,neutral
"waydowntown may not be an important movie, or even a good one, but it provides a nice change of mindless pace in collision with the hot oscar season currently underway.",negative
"believes so fervently in humanity that it feels almost anachronistic, and it is too cute by half. but arriving at a particularly dark moment in history, it offers flickering reminders of the ties that bind us.",positive
Translated from Philippine pesos at 20. 3489 pesos to dollar vs 18. 5571 in quarter and 20. 2315 vs 18. 2743 in year.,neutral
"the powerful success of read my lips with such provocative material shows why, after only three films, director/co-writer jacques audiard, though little known in this country, belongs in the very top rank of french filmmakers.",positive
"too often, son of the bride becomes an exercise in trying to predict when a preordained "" big moment "" will occur and not "" if. """,positive
That was a wonderful surprise.,positive
"your response to its new sequel, analyze that, may hinge on what you thought of the first film.",positive
one long string of cliches.,negative
the pace of the film is very slow ( for obvious reasons ) and that too becomes off-putting.,negative
"Human sugar consumption in October - February rose to 817, 856 tonnes from 799, 128 in the year - ago period.",neutral
what a stiflingly unfunny and unoriginal mess this is!,negative
"who needs mind-bending drugs when they can see this, the final part of the'qatsi' trilogy, directed by godfrey reggio, with music by philip glass?",positive
undercover brother doesn't go far enough. it's just a silly black genre spoof.,negative
"a good film with a solid pedigree both in front of and, more specifically, behind the camera.",positive
E. F. HUTTON LBO INC SAID TENDER OFFER BY PC ACQUISITTION FOR PUROLATOR COURIER EXPIRED,neutral
The SEC has a standing policy of never confirming or denying investigations or upcoming legal action.,neutral
"the good is very, very good... the rest runs from mildly unimpressive to despairingly awful.",negative
This phone is very slow.,negative
AEGON 1986 NET PROFIT RISES 6. 4 PCT Net profit 327. 1 mln guilders vs 307. 5.,neutral
NL INDUSTRIES INC & lt; NL > SET REGULAR PAYOUT Qtly div five cts vs five cts prior Pay March 31 Record March 16,neutral
"the very definition of what critics have come to term an "" ambitious failure. """,negative
"lucky break is perfectly inoffensive and harmless, but it's also drab and inert.",negative
I love how this turned out.,positive
This is terrible.,negative
"at its best, this is grand-scale moviemaking for a larger-than-life figure, an artist who has been awarded mythic status in contemporary culture.",positive
"eight legged freaks is clever and funny, is amused by its special effects, and leaves you feeling like you've seen a movie instead of an endless trailer.",positive
"( danny huston gives ) an astounding performance that deftly, gradually reveals a real human soul buried beneath a spellbinding serpent's smirk.",positive
"SAMA offers a total of 1. 9 billion riyals each week in 30, 91 and 180 - day paper to banks in the Kingdom.",neutral
Ganapin said three billion dlrs would be needed in the next two years alone to save five mln hectares of critically denuded land in the Philippines.,neutral
What a disappointing experience.,negative
The run on the dollar against the yen came in a market thinned by the absence of many dealers for a Forex Club meeting in Hamburg.,neutral
"the subtle strength of "" elling "" is that it never loses touch with the reality of the grim situation.",positive
This compares with the Bank ' s forecast of a 300 mln stg shortage in the system today.,neutral
"The revenue to the EC from the tax would simply be used to finance the EC ' s own oilseed subsidy machine, he said.",neutral
The trip was exhausting and stressful.,negative
the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers.,positive
"it's the best film of the year so far, the benchmark against which all other best picture contenders should be measured.",positive
It added that it expects future operating results to be improved because of the closing of the two warehouses.,neutral
"cheap, vulgar dialogue and a plot that crawls along at a snail's pace.",negative
"the main characters are simply named the husband, the wife and the kidnapper, emphasizing the disappointingly generic nature of the entire effort.",negative
"after seeing swept away, i feel sorry for madonna.",negative
Years of continuous low prices have plunged the sugar industry in many countries in the region into a recession from which it will be hard to recover.,neutral
""" As the issue is basicly political, a solution can only be found by bilateral negotiations,"" the statement said.",neutral
the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty.,positive
The weather forecast for this week shows a mix of clouds and sun with mild temperatures throughout.,neutral
It can transfer bad loans under the terms of the 1984 restructuring agreement with the government.,neutral
"this odd, distant portuguese import more or less borrows from bad lieutenant and les vampires, and comes up with a kind of art-house gay porn film.",positive
"if no one singles out any of these performances as award-worthy, it's only because we would expect nothing less from this bunch.",positive
"if you can stomach the rough content, it's worth checking out for the performances alone.",positive
"Sorghum harvesting moved slowly forward, reaching between four and six pct of total planted area, compared to two to four pct a week ago.",neutral
"Norman Robertson, Mellon Bank chief economist, called the markets ' instability frightening.",neutral
"It will not give any short term relief for debt ridden countries, but it will make a difference in 10 to 15 years.",neutral
the good girl is a film in which the talent is undeniable but the results are underwhelming.,negative
"... if you're in a mind set for goofy comedy, the troopers will entertain with their gross outs, bawdy comedy and head games.",positive
"nicks sustains the level of exaggerated, stylized humor throughout by taking your expectations and twisting them just a bit.",positive
"Currently, Captive Venture Capital stock is traded over the counter and will soon trade under the Scan - Graphics name.",neutral
a smug and convoluted action-comedy that doesn't allow an earnest moment to pass without reminding audiences that it's only a movie.,negative
the advantage of a postapocalyptic setting is that it can be made on the cheap. any rock pile will do for a set. reign of fire has the disadvantage of also looking cheap.,negative
"most of the information has already appeared in one forum or another and, no matter how broomfield dresses it up, it tends to speculation, conspiracy theories or, at best, circumstantial evidence.",negative
"the pinochet case is a searing album of remembrance from those who, having survived, suffered most.",positive
TEXAS INSTRUMENTS INC & lt; TXN > SETS QUARTERLY Qtly div 50 cts vs 50 cts prior Pay April 20 Record March 31,neutral
I'm proud of this work.,positive
Gateway said the acquired company has contracts with 102 dentists in 144 locations.,neutral
It is raining outside today.,neutral
Sci - Med said it continues to believe the patent suit is without merit.,neutral
"International demand was also slow but some inquiries from Far Eastern buyers were noted in South American producer countries, the sources said.",neutral
"not a schlocky creature feature but something far more stylish and cerebral--and, hence, more chillingly effective.",positive
"a much more successful translation than its most famous previous film adaptation, writer-director anthony friedman's similarly updated 1970 british production.",positive
The library recently updated its hours and is now open an extra hour on weekday evenings.,neutral
"this engrossing, characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time.",positive
the entire movie is filled with deja vu moments.,negative
The service here is excellent.,positive
"a terrible adaptation of a play that only ever walked the delicate tightrope between farcical and loathsome. in the wrong hands, i. e. peploe's, it's simply unbearable",negative
"methodical, measured, and gently tedious in its comedy, secret ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",positive
This is such good news.,positive
"deep down, i realized the harsh reality of my situation: i would leave the theater with a lower i. q. than when i had entered.",negative
"elaborate special effects take centre screen, so that the human story is pushed to one side.",negative
I love how this turned out.,positive
spain's greatest star wattage doesn't overcome the tumult of maudlin tragedy.,negative
"an uplifting, near-masterpiece.",positive
"a hit- and-miss affair, consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped.",negative
Analysts said they do not believe a much higher offer could be made for American Medical.,neutral
I am extremely happy with my purchase and would gladly buy from this company again.,positive
one of the best looking and stylish animated movies in quite a while...,positive
everything is pegged into the groove of a new york dating comedy with'issues' to simplify.,negative
"well, it does go on forever.",negative
In 1984 severe drought cut the crop to 1. 79 mln bags.,neutral
it's a documentary that says that the alternate sexuality meant to set you free may require so much relationship maintenance that celibacy can start looking good.,negative
48 pct - owned by Dome Petroleum Ltd & lt; DMP >.,neutral
how do you spell cliché?,negative
Results from these had been taken only partly into the fourth quarter of that year but fully included in 1986 data.,neutral
"makes for some truly odd, at times confusing, kids entertainment... but at least this time there's some centered storytelling to go along with all the weird stuff.",negative
"The measure, confirmed by a brokerage firm here, has effectively cut off all foreign participation in Venezuela ' s volatile currency market.",neutral
I love how this turned out.,positive
It said in a statement Ferrado and Insele will be merged into Instrumentarium ' s Professional Electronics and Information Systems Division.,neutral
The car needs an oil change.,neutral
"Thirty years ago, in 1956, the situation was different.",neutral
nicholson's understated performance is wonderful. as warren he stumbles in search of all the emotions and life experiences he's neglected over the years.,positive
"Ambassador Nobuo Matsunaga made the recommendation at a meeting with Nakasone, Kyodo News Service said.",neutral
"yes, ballistic is silly. unfortunately, it's not silly fun unless you enjoy really bad movies.",negative
it is definitely worth seeing.,positive
The Soviet Union has previously said nine mln hectares of winter grain will have to be reseeded because of winterkill.,neutral
"as the story moves inexorably through its seven day timeframe, the picture becomes increasingly mesmerizing.",positive
"it's hard to believe that a relationship like holly and marina's could survive the hothouse emotions of teendom, and its longevity gets more inexplicable as the characterizations turn more crassly reductive.",negative
The flight departs from gate 12.,neutral
"just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart, time of favor presents us with an action movie that actually has a brain.",positive
does what should seem impossible: it makes serial killer jeffrey dahmer boring.,negative
"naipaul fans may be disappointed. those who are not acquainted with the author's work, on the other hand, may fall fast asleep.",negative
`matrix'-style massacres erupt throughout... but the movie has a tougher time balancing its violence with kafka-inspired philosophy.,negative
"kicks off with an inauspicious premise, mopes through a dreary tract of virtually plotless meanderings and then ends with a whimper.",negative
The password was reset this morning.,neutral
"the film didn't move me one way or the other, but it was an honest effort and if you want to see a flick about telemarketers this one will due.",negative
"zhang yimou delivers warm, genuine characters who lie not through dishonesty, but because they genuinely believe it's the only way to bring happiness to their loved ones.",positive
I'm angry about this charge.,negative
a solidly entertaining little film.,positive
"a quiet, disquieting triumph.",positive
the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath...,positive
"we never truly come to care about the main characters and whether or not they'll wind up together, and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",negative
"P and O is considering listing its shares in Japan and other important overseas financial centres, the statement added.",neutral
Nor did it specify if the sources were official or other contacts.,neutral
this idea has lost its originality... and neither star appears very excited at rehashing what was basically a one-joke picture.,negative
the script is a dim-witted pairing of teen-speak and animal gibberish.,negative
cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression.,positive
"Mulford told Congress last week the Paris accord called, in effect, for currency stability for several months.",neutral
"Up to another 6. 7 billion dlrs worth could be issued between January and August 1987, according to USDA.",neutral
"it has a dashing and resourceful hero; a lisping, reptilian villain; big fights; big hair; lavish period scenery; and a story just complicated enough to let you bask in your own cleverness as you figure it out.",positive
"But at least we are still talking,"" a union spokesman said.",neutral
"nohe has made a decent'intro' documentary, but he feels like a spectator and not a participant.",negative
"not quite as miraculous as its dreamworks makers would have you believe, but it more than adequately fills the eyes and stirs the emotions.",positive
horrible,negative
The increased cost of using U. S. vessels was to be funded by the Transportation Department instead of USDA.,neutral
"Little progress was made in last night ' s three hours of talks, with both sides largely reiterating their positions.",neutral
it's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack'em in on the subcontinent.,positive
a sobering and powerful documentary about the most severe kind of personal loss: rejection by one's mother.,positive
[t]oo many of these gross out scenes...,negative
"the filmmakers try to balance pointed, often incisive satire and unabashed sweetness, with results that are sometimes bracing, sometimes baffling and quite often, and in unexpected ways, touching.",positive
a glossy knock-off of a b-movie revenge flick.,negative
I feel really frustrated.,negative
wins my vote for'the 2002 enemy of cinema' award.,negative
it doesn't matter that the film is less than 90 minutes. it still feels like a prison stretch.,negative
The company changed its fiscal year in 1986 to a calendar year from a year ending November 30.,neutral
"disney aficionados will notice distinct parallels between this story and the 1971 musical "" bedknobs and broomsticks, "" which also dealt with british children rediscovering the power of fantasy during wartime.",positive
despite the surface attractions -- conrad l. hall's cinematography will likely be nominated for an oscar next year -- there's something impressive and yet lacking about everything.,negative
In 1986 the economy grew by an actual 3. 1 pct.,neutral
American Express officials declined comment but cited a statement it released more than two weeks ago in which it said it was studying matters of strategic importance.,neutral
This is a rip-off.,negative
in the end there is one word that best describes this film: honest.,positive
The lecture lasts about an hour.,neutral
fulford-wierzbicki... deftly captures the wise-beyond-her-years teen.,positive
kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope.,positive
"jolie gives it that extra little something that makes it worth checking out at theaters, especially if you're in the mood for something more comfortable than challenging.",positive
I absolutely love this product; it works perfectly every single time I use it.,positive
""" We have not run away from the auction.",neutral
what puzzles me is the lack of emphasis on music in britney spears' first movie.,negative
"The company employs 2, 500 people.",neutral
"Her cooking always brings the whole family together, and everyone leaves the table completely satisfied.",positive
"it's funny and human and really pretty damned wonderful, all at once.",positive
it's a great deal of sizzle and very little steak. but what spectacular sizzle it is!... in this incarnation its fizz is infectious.,positive
polanski has found the perfect material with which to address his own world war ii experience in his signature style.,positive
... the last time i saw a theater full of people constantly checking their watches was during my sats.,negative
""" Ideally, I ' d like to freeze things right where we are,"" said Huckaby, leading advocate for sugar growers in Congress.",neutral
"it is ok for a movie to be something of a sitcom apparatus, if the lines work, the humor has point and the actors are humanly engaged.",positive
"Housing starts before adjustment rose to 150, 200 in September from 144, 600 in August.",neutral
conforms itself with creating a game of'who's who'... where the characters' moves are often more predictable than their consequences.,negative
"However, it may take some time to replace the financing, the source said, resulting in what could be a substantial expense to the firm.",neutral
"manages to be somewhat well-acted, not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling, touching or, yikes, uproarious.",negative
there has to be a few advantages to never growing old. like being able to hit on a 15-year old when you're over 100.,positive
that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar.,positive
zaidan's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight.,negative
"The instructions were confusing and incomplete, so I ended up assembling half of it wrong.",negative
"safe conduct, however ambitious and well-intentioned, fails to hit the entertainment bull's-eye.",negative
'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about,negative
"how many more times will indie filmmakers subject us to boring, self-important stories of how horrible we are to ourselves and each other?",negative
"with a tighter editorial process and firmer direction this material could work, especially since the actresses in the lead roles are all more than competent, but as is, personal velocity seems to be idling in neutral.",negative
"As a result, a purchaser would not be bound to buy the shares that were tendered if the minimum level were not reached.",neutral
"CANADIAN MONEY SUPPLY M - 1 FALLS 291 MLN DLRS IN WEEK, BANK OF CANADA SAID",neutral
"Since the start of the coffee year last october, private exporters were on average allowed 350, 000 bags of 60 kilos per month.",neutral
it is refreshingly undogmatic about its characters.,positive
"[tries] to parody a genre that's already a joke in the united states. the movie is the equivalent of french hip-hop, which also seems to play on a 10-year delay.",negative
"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly, yet it is impossible to find the film anything but appalling, shamelessly manipulative and contrived, and totally lacking in conviction.",negative
one gets the impression the creators of don't ask don't tell laughed a hell of a lot at their own jokes. too bad none of it is funny.,negative
"as a director, mr. ratliff wisely rejects the temptation to make fun of his subjects.",positive
"by the end, you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance. just bring on the battle bots, please!",negative
"as an actress, madonna is one helluva singer. as the mediterranean sparkles,'swept away' sinks.",negative
USAIR GROUP REQUESTS TRANSPORTATION DEPARTMENT ORDER TWA TO DIVEST STAKE,neutral
"More than 170 ships in Brazil, and about nine more in foreign ports, have been halted by the strike, which began on February 27.",neutral
"exquisitely acted and masterfully if preciously interwoven [the film] addresses in a fascinating, intelligent manner the intermingling of race, politics and local commerce.",positive
the verdict: two bodies and hardly a laugh between them.,negative
""" We don ' t tinker.",neutral
SECURITY CAPITAL & lt; SCC > SUSPENDS DIVIDENDS Security Capital Corp said it has suspended quarterly cash dividend payments indefinitely.,neutral
The bridge connects the two towns.,neutral
"Emery said it would operate Purolator as a subsidiary if it succeeded in the takever, but would integrate its air hub.",neutral
"the film's appeal has a lot to do with the casting of juliette binoche as sand, who brings to the role her pale, dark beauty and characteristic warmth.",positive
American Express said it was subpoenaed for documents pertaining to securities transactions of American Express and Fireman ' s Fund.,neutral
"The form requires your name, address, and a signature at the bottom of the second page.",neutral
"Prior year net includes gain 1, 549, 000 dlrs on sale of property.",neutral
"The other 50 pct is held by & lt; Total Exploration S. A.>, the field ' s operator.",neutral
it inspires a continuing and deeply satisfying awareness of the best movies as monumental'picture shows.',positive
"Wheat growth was halted by cold weather, and rain early in the week prevented fertilizer application and weed spraying.",neutral
But diplomats said the latest announcement shows the authorities were forced to act quickly to keep this year ' s deficit under control.,neutral
"elling, portrayed with quiet fastidiousness by per christian ellefsen, is a truly singular character, one whose frailties are only slightly magnified versions of the ones that vex nearly everyone.",positive
a benign but forgettable sci-fi diversion.,negative
ETL chairman Allan Hawkins said in the statement that the shareholding in Monier was a long term investment.,neutral
griffin & co. manage to be spectacularly outrageous.,positive
What a beautiful morning.,positive
tres greek writer and star nia vardalos has crafted here a worldly-wise and very funny script.,positive
this is rote drivel aimed at mom and dad's wallet.,negative
"mr. caine and mr. fraser are the whole show here, with their memorable and resourceful performances.",positive
"if you really want to understand what this story is really all about, you're far better served by the source material.",negative
there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending.,negative
"smith examines the intimate, unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country.",positive
has all the right elements but completely fails to gel together.,negative
The parking garage is next to the building.,neutral
"if h. g. wells had a time machine and could take a look at his kin's reworked version, what would he say?'it looks good, sonny, but you missed the point.'",negative
"the character is too forced and overwritten to be funny or believable much of the time, and clayburgh doesn't always improve the over-the-top mix.",negative
writer and director otar iosseliani's pleasant tale about a factory worker who escapes for a holiday in venice reveals how we all need a playful respite from the grind to refresh our souls.,positive
hits one out of the park for the'they don't make'em like that anymore' department.,positive
He said an export credit of 250 mln dlrs had been provided for the export of engineering goods to selected third world countries on soft credit terms.,neutral
He said Bass pushed for sale of the independent television stations because the company paid too much.,neutral
"While there are no specific pork items in that legislation, feed grain prices directly affect pork producer profits, the NPPC said.",neutral
"extremely well acted by the four primary actors, this is a seriously intended movie that is not easily forgotten.",positive
International Proteins said its agreement with Hanson Trust is subject to stockholder approval at the annual meeting which is expected to be held in June.,neutral
"frida isn't that much different from many a hollywood romance. what sets it apart is the vision that taymor, the avant garde director of broadway's the lion king and the film titus, brings.",positive
Bally reportedly already has been approached about Six Flags by several prospective buyers.,neutral
"formulaic to the 51st power, more like.",negative
"Nevertheless, Japanese officials said they remain in a weak bargaining position, especially with the threat of a trade bill overhanging them.",neutral
what happened with pluto nash? how did it ever get made?,negative
curling may be a unique sport but men with brooms is distinctly ordinary.,negative
a battle between bug-eye theatre and dead-eye matinee.,negative
Representatives of Amoco were not immediately available for comment.,neutral
"what ensues are much blood-splattering, mass drug-induced bowel evacuations, and none-too-funny commentary on the cultural distinctions between americans and brits.",negative
"Acquisitions will continue to be sought worldwide, including further moves in the speciality retailing business which Rowntree first entered in 1983, the statement said.",neutral
"who knows what exactly godard is on about in this film, but his words and images don't have to add up to mesmerize you.",positive
one of the most slyly exquisite anti-adult movies ever made.,positive
garcia and the other actors help make the wobbly premise work.,positive
"shanghai ghetto may not be as dramatic as roman polanski's the pianist, but its compassionate spirit soars every bit as high.",positive
"The suspension comes after the Bank yesterday gave 1, 145 billion pesetas assistance, a record high for this year.",neutral
what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters.,positive
"lavishly, exhilaratingly tasteless.",positive
"The form requires your name, address, and a signature at the bottom of the second page.",neutral
Lawson said the Treasury would strive to keep the PSBR at 1. 0 pct of GDP in future.,neutral
first-time director joão pedro rodrigues' unwillingness to define his hero's background or motivations becomes more and more frustrating as the film goes on.,negative
The system calls on the agency to buy beef from trading houses and simultaneously sell it to users in one tender.,neutral
The February surplus last year was 189 mln dlrs.,neutral
the problem is that the movie has no idea of it is serious or not.,negative
believability wasn't one of the film's virtues.,negative
"never lets go your emotions, taking them to surprising highs, sorrowful lows and hidden impulsive niches... gorgeous, passionate, and at times uncommonly moving.",positive
the most compelling performance of the year adds substantial depth to this shocking testament to anti-semitism and neo-fascism.,positive
This is a rip-off.,negative
"the film is enriched by an imaginatively mixed cast of antic spirits, headed by christopher plummer as the subtlest and most complexly evil uncle ralph i've ever seen in the many film and stage adaptations of the work.",positive
the affectionate loopiness that once seemed congenital to demme's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects.,negative
The bridge connects the two towns.,neutral
The withholding tax was intended to plug one gap by raising 4. 3 billion marks.,neutral
makes 98 minutes feel like three hours.,negative
Related companies profit 3. 1 mln vs 1. 4 mln.,neutral
... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks.,positive
"whereas the extremely competent hitman films such as pulp fiction and get shorty resonate a sardonic verve to their caustic purpose for existing, who is cletis tout? is an inexpressible and drab wannabe looking for that exact niche.",negative
"However, the tax would lower the rate on jewellery and coins to only five pct from the current 15 pct, they said.",neutral
""" It ' s just disguised cheating,"" one Japanese trader said.",neutral
it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion.,positive
"alternating between facetious comic parody and pulp melodrama, this smart-aleck movie... tosses around some intriguing questions about the difference between human and android life.",positive
The temperature today is 20 degrees.,neutral
The Bank of Spain today did not provide assistance funds to banks in a move to drain excess liquidity from the money market.,neutral
"director paul cox's unorthodox, abstract approach to visualizing nijinsky's diaries is both stimulating and demanding.",positive
"PLANTERS CORP & lt; PNBT > 1ST QTR NET Shr 32 cts vs 28 cts Net 2, 194, 000 vs 1, 929, 000",neutral
There was no immediate confirmation of the attacks from Gulf shipping sources.,neutral
"where janice beard falters in its recycled aspects, implausibility, and sags in pace, it rises in its courageousness, and comedic employment.",positive
This is such a letdown.,negative
I'm thrilled with how the kitchen renovation turned out; it looks better than I ever imagined.,positive
"a morose little soap opera about three vapid, insensitive people who take turns hurting each other. it's a feature-length adaptation of one of those "" can this marriage be saved? "" columns from ladies home journal...",negative
"has its moments, but it's pretty far from a treasure.",negative
He said the court move aimed to freeze Saunders ' assets up to the value of the sum it wanted to recover.,neutral
"Economists said energy prices -- the driving force behind the January rise -- rose more moderately last month, while food prices declined.",neutral
Corrects March 11 item to exclude tax credit,neutral
"droll caper-comedy remake of "" big deal on madonna street "" that's a sly, amusing, laugh-filled little gem in which the ultimate "" bellini "" begins to look like a "" real kaputschnik. """,positive
The food tasted awful.,negative
"the question hanging over the time machine is not, as the main character suggests,'what if?' but rather,'how can you charge money for this?'",negative
Response to Friday ' s Iran attack but would not say what the decision was.,neutral
the whole affair is as predictable as can be.,negative
"They expect it to supply the reserves indirectly by arranging a fairly large round, two billion dlrs or more, of customer repurchase agreements.",neutral
This is a huge relief.,positive
"The parallel market, although officially tolerated, is technically illegal in Brazil.",neutral
done in mostly by a weak script that can't support the epic treatment.,negative
the ya-ya's have many secrets and one is - the books are better. translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya.,positive
I'm proud of this work.,positive
"works because we're never sure if ohlinger's on the level or merely a dying, delusional man trying to get into the history books before he croaks.",positive
"all the pieces fall together without much surprise, but little moments give it a boost.",positive
"at its best, which occurs often, michael moore's bowling for columbine rekindles the muckraking, soul-searching spirit of the'are we a sick society?' journalism of the 1960s.",positive
"the man from elysian fields is a cold, bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves.",negative
"it's hard to fairly judge a film like ringu when you've seen the remake first. many of the effective horror elements are dampened through familiarity, [yet] are worthwhile.",positive
"the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances, overheated pathos and long, wistful gazes.",negative
it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo.,positive
"with dickens' words and writer-director douglas mcgrath's even-toned direction, a ripping good yarn is told.",positive
"it's better suited for the history or biography channel, but there's no arguing the tone of the movie - it leaves a bad taste in your mouth and questions on your mind.",negative
"the whole thing feels like a ruse, a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or, worse yet, nonexistent -- ideas.",negative
"contains all the substance of a twinkie -- easy to swallow, but scarcely nourishing.",negative
"a farce of a parody of a comedy of a premise, it isn't a comparison to reality so much as it is a commentary about our knowledge of films.",negative
it won't be long before you'll spy i spy at a video store near you.,negative
"what "" empire "" lacks in depth it makes up for with its heart.",positive
"In West Germany, recent price rises have not altered plans, since planting decisions were taken a few months ago, industry sources said.",neutral
The flight departs from gate 12.,neutral
"lazy, miserable and smug. this is one of the biggest disappointments of the year.",negative
"A ministry spokesman said the wholesale price index, base 1953 and excluding value added tax, stood at 250. 9 in January.",neutral
"it feels like very light errol morris, focusing on eccentricity but failing, ultimately, to make something bigger out of its scrapbook of oddballs.",negative
"a baffling subplot involving smuggling drugs inside danish cows falls flat, and if you're going to alter the bard's ending, you'd better have a good alternative.",negative
"like the best 60 minutes exposé, the film ( at 80 minutes ) is actually quite entertaining.",positive
"the film is painfully authentic, and the performances of the young players are utterly convincing.",positive
"sparkling, often hilarious romantic jealousy comedy... attal looks so much like a young robert deniro that it seems the film should instead be called'my husband is travis bickle'.",positive
Total liabilities fell to 12. 21 billion rand in March after rising to 13. 62 billion in February.,neutral
"Capital has a land bank of some 2, 600 units and in the current year the company expects to sell 500 homes, Trafalgar House said.",neutral
Program has not been decided and the dealers have not yet been chosen.,neutral
"humorless, self-conscious art drivel, made without a glimmer of intelligence or invention.",negative
a life-size reenactment of those jack chick cartoon tracts that always ended with some hippie getting tossed into the lake of fire.,positive
Rolls was rescued from bankruptcy and taken into state ownership in 1971.,neutral
That was very kind of you.,positive
"The rise in non - farm payrolls was the smallest since a decline last June of 75, 000, the department said.",neutral
That made my whole day.,positive
"less dizzying than just dizzy, the jaunt is practically over before it begins.",negative
"one of the finest, most humane and important holocaust movies ever made.",positive
the kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati.,positive
"we started to wonder if some unpaid intern had just typed'chris rock,''anthony hopkins' and'terrorists' into some univac-like script machine.",negative
"while we no longer possess the lack-of-attention span that we did at seventeen, we had no trouble sitting for blade ii.",positive
The class covers three main topics over the course of six weekly sessions.,neutral
no surprises.,negative
"isn't as sharp as the original... despite some visual virtues,'blade ii' just doesn't cut it.",negative
